"","Localidad","year","empresas","telefonos","bancos","ind_turismo"
"909","VILADECANS",1979,7,66.533004318322,0,-21.5
"910","VILADECANS",1981,-6,21.0964993517318,2,-10.2
"911","VILADECANS",1983,10,3.60966656469868,0,28.1
"912","VILADECANS",1985,-3,5.69087688219663,0,-49.1
"913","VILADECANS",1987,21,4.07849710175292,0,-32.7
"914","VILADECANS",1989,-3,9.13909951016574,-1,-24.3
"915","VILADECANS",1991,14,3.41838303104826,0,-5
"917","VILANOVA I LA GELTRU",1965,-1,46.9444444444444,0,75.2
"918","VILANOVA I LA GELTRU",1967,2,15.8034026465028,1,-18.6
"919","VILANOVA I LA GELTRU",1969,1,13.4182174338883,0,-1.2
"920","VILANOVA I LA GELTRU",1971,-1,32.0379965457686,1,-9
"921","VILANOVA I LA GELTRU",1973,-1,16.8083714846305,1,-10.3
"922","VILANOVA I LA GELTRU",1975,2,63.5311683463979,6,-4
"923","VILANOVA I LA GELTRU",1977,3,12.9764893859849,2,-3.8
"924","VILANOVA I LA GELTRU",1979,2,49.1463784220628,2,7.8
"925","VILANOVA I LA GELTRU",1981,-7,16.4725006773232,0,-11.8
"926","VILANOVA I LA GELTRU",1983,5,3.82647127238893,0,30.3
"927","VILANOVA I LA GELTRU",1985,23,3.3325865352302,0,-6.1
"928","VILANOVA I LA GELTRU",1987,11,-0.498672014743347,-1,-6
"929","VILANOVA I LA GELTRU",1989,18,10.818761235496,0,0.399999999999999
"930","VILANOVA I LA GELTRU",1991,-27,1.9613626308804,0,40
"932","VITORIA-GASTEIZ",1965,7,38.2632864482439,1,353.9
"933","VITORIA-GASTEIZ",1967,6,21.9298245614035,2,-271.9
"934","VITORIA-GASTEIZ",1969,-4,19.0597521982414,2,-157.4
"935","VITORIA-GASTEIZ",1971,-10,26.5620410389828,2,-72.6
"936","VITORIA-GASTEIZ",1973,11,30.7284241238686,8,-13.3
"937","VITORIA-GASTEIZ",1975,7,24.6544421618606,14,-15.9
"938","VITORIA-GASTEIZ",1977,9,-99.571515768057,20,32.8
"939","VITORIA-GASTEIZ",1979,31,34818.3285849953,-2,-2.40000000000001
"940","VITORIA-GASTEIZ",1981,-43,13.3114852185265,12,-17.6
"941","VITORIA-GASTEIZ",1983,29,5.13399018325393,5,70.1
"942","VITORIA-GASTEIZ",1985,60,6.19371040465727,1,-31.5
"943","VITORIA-GASTEIZ",1987,16,-1.34686287366577,3,-33.9
"944","VITORIA-GASTEIZ",1989,89,-1.45568654797446,-2,-5.30000000000001
"945","VITORIA-GASTEIZ",1991,-26,5.08834391101479,-8,16
"947","XATIVA",1965,-2,22.3831468071099,-1,-3.6
"948","XATIVA",1967,2,15.0080688542227,0,-11.8
"949","XATIVA",1969,-2,10.3367633302152,1,0
"950","XATIVA",1971,0,11.4455277660025,0,0
"951","XATIVA",1973,-1,19.5891974134652,1,5.7
"952","XATIVA",1975,3,19.0203562340967,3,-5.7
"953","XATIVA",1977,0,10.0748262960983,1,13.3
"954","XATIVA",1979,4,24.8846807477543,0,1.4
"955","XATIVA",1981,-6,34.4284603421462,-1,-1.9
"956","XATIVA",1983,5,16.1966738973247,7,0.699999999999999
"957","XATIVA",1985,6,12.0224019912881,-2,-2
"958","XATIVA",1987,4,1.6775913787357,1,-2.2
"959","XATIVA",1989,7,9.28758741258741,-1,-0.300000000000001
"960","XATIVA",1991,1,2.27954409118176,0,0
"962","ZARAUTZ",1965,-1,44.9848024316109,0,15.5
"963","ZARAUTZ",1967,0,12.8301886792453,0,-28.4
"964","ZARAUTZ",1969,0,14.4555927164623,0,5.40000000000001
"965","ZARAUTZ",1971,0,17.9545454545455,0,-52.8
"966","ZARAUTZ",1973,0,19.9559592623176,1,-8.3
"967","ZARAUTZ",1975,0,31.8953648462598,2,-30.2
"968","ZARAUTZ",1977,2,13.3785664578984,2,-46.7
"969","ZARAUTZ",1979,5,-0.84394660119687,0,16.7
"970","ZARAUTZ",1981,-7,8.85174868461777,0,3.1
"971","ZARAUTZ",1983,4,3.38356553881149,0,22.1
"972","ZARAUTZ",1985,7,5.06050605060506,0,-11.6
"973","ZARAUTZ",1987,1,-11.5968586387435,0,-32.1
"974","ZARAUTZ",1989,7,22.8309150133254,0,-1.8
"975","ZARAUTZ",1991,-5,1.80810028929605,1,0
"977","ZESTOA",1965,2,15.3846153846154,0,-55.6
"978","ZESTOA",1967,-2,3.65079365079365,0,-36.9
"979","ZESTOA",1969,0,-4.13476263399694,0,-5.59999999999999
"980","ZESTOA",1971,1,22.3642172523962,0,-32.1
"981","ZESTOA",1973,-1,18.1462140992167,0,-11
"982","ZESTOA",1975,1,10.6077348066298,0,-10.4
"983","ZESTOA",1977,-1,7.39260739260739,1,1
"984","ZESTOA",1979,0,5.02325581395349,0,-13
"985","ZESTOA",1981,1,19.8405668733392,0,-6.9
"986","ZESTOA",1983,4,5.09977827050998,0,-2.8
"987","ZESTOA",1985,-5,-2.74261603375527,0,-3.8
"988","ZESTOA",1987,1,-19.884309472162,0,23.8
"989","ZESTOA",1989,2,-0.451263537906137,0,1.3
"990","ZESTOA",1991,1,6.25566636446056,0,-1
"992","ZUMAIA",1965,1,11.9883040935673,0,-17.6
"993","ZUMAIA",1967,-1,16.4490861618799,0,-10.3
"994","ZUMAIA",1969,1,15.2466367713004,0,-2.9
"995","ZUMAIA",1971,-1,24.9027237354086,0,-6.5
"996","ZUMAIA",1973,1,44.392523364486,0,-3.8
"997","ZUMAIA",1975,0,47.680690399137,0,-12.8
"998","ZUMAIA",1977,0,20.891161431702,1,0.3
"999","ZUMAIA",1979,1,24.2900302114804,0,2
"1000","ZUMAIA",1981,0,19.0082644628099,0,-3.8
"1001","ZUMAIA",1983,1,14.8692810457516,0,0
"1002","ZUMAIA",1985,0,5.44096728307255,0,0
"1003","ZUMAIA",1987,1,1.58516020236088,0,0
"1004","ZUMAIA",1989,0,6.47410358565737,0,0
"1005","ZUMAIA",1991,5,1.24727159338946,0,0
