"","region","year","Pobl_total","Pobl_16","PIB_nominal","PIB_real","Empleo_agreg","Empleo_constr","Empleo_ser","Creacion","total","agricultura","industria","construcción","servicios"
"1896","Lleida","2014","432169",361832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1897","Lleida","2015","430661",360308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1898","Lleida","2016","429108",359211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1899","Lleida","2017","428893",359261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1900","Lleida","2018","429212",359710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1901","Lleida","2019","431183",361802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1902","Lleida","2020","435563",366029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1903","Lleida","2021","436730",367580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1904","Lleida","2022","437260",368787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1905","Lugo","1955",NA,NA,NA,NA,198517,6386,32454,NA,NA,NA,NA,NA,NA
"1906","Lugo","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1907","Lugo","1957",NA,NA,NA,NA,199064,6361,33820,NA,NA,NA,NA,NA,NA
"1908","Lugo","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909","Lugo","1959",NA,NA,NA,NA,201329,6504,35008,NA,NA,NA,NA,NA,NA
"1910","Lugo","1960",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"1911","Lugo","1961",NA,NA,NA,NA,202326,7513,36489,2,NA,NA,NA,NA,NA
"1912","Lugo","1962",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"1913","Lugo","1963",NA,NA,NA,NA,203732,8643,37863,3,NA,NA,NA,NA,NA
"1914","Lugo","1964",NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"1915","Lugo","1965",NA,NA,NA,NA,203192,8811,38579,2,NA,NA,NA,NA,NA
"1916","Lugo","1966",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"1917","Lugo","1967",NA,NA,NA,NA,202943,8800,39372,7,NA,NA,NA,NA,NA
"1918","Lugo","1968",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"1919","Lugo","1969","434174",NA,127272,28157.5221238938,205420,8622,40438,5,NA,NA,NA,NA,NA
"1920","Lugo","1970",NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
"1921","Lugo","1971","423056",327724,150198,29742.1782178218,208966,8699,41516,4,NA,NA,NA,NA,NA
"1922","Lugo","1972","421198",327969,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"1923","Lugo","1973","419700",328612,205638,34677.5716694772,215146,8576,43721,9,NA,NA,NA,NA,NA
"1924","Lugo","1974","417885",328677,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA
"1925","Lugo","1975","416106",328674,286908,35729.5143212951,214438,8666,45390,21,NA,NA,NA,NA,NA
"1926","Lugo","1976","414226",328072,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA
"1927","Lugo","1977","412386",327867,445284,39828.6225402504,206316,9566,47682,17,212700,137400,19300,11300,44600
"1928","Lugo","1978","410536",327101,NA,NA,NA,NA,NA,19,203800,131300,15700,12800,44000
"1929","Lugo","1979","408817",326570,NA,NA,205160,9772,48618,38,194500,126100,18300,10600,39500
"1930","Lugo","1980","407250",325769,779532,41157.9725448786,NA,NA,NA,38,192600,122800,18700,8800,42200
"1931","Lugo","1981","405860",325484,901902,41619.8431010614,193508,9261,47627,42,182600,108300,19100,10700,44600
"1932","Lugo","1982","404805",325643,1056258,42591.0483870968,NA,NA,NA,56,176200,105700,18800,9300,42400
"1933","Lugo","1983","403378",325852,1250220,44381.256656017,183046,8647,47727,55,177100,114300,13400,6500,43100
"1934","Lugo","1984","401747",325494,1452666,46028.7072243346,NA,NA,NA,55,184400,113300,15100,9100,46900
"1935","Lugo","1985","400243",325420,1434972,41569.2931633835,183642,8564,48984,105,180800,109600,18600,8500,44000
"1936","Lugo","1986","398113",324917,1522326,40369.291964996,NA,NA,NA,131,174600,102100,17200,8600,46700
"1937","Lugo","1987","395869",324247,1670862,41781.9954988747,178054,8789,52622,121,168800,95500,17900,9500,46000
"1938","Lugo","1988","393737",323641,1939236,46426.5262149868,NA,NA,NA,202,175200,101300,15700,10200,47900
"1939","Lugo","1989","391205",322919,2059800,46339.7075365579,181376,9497,55754,244,171900,96700,16500,10300,48400
"1940","Lugo","1990","388367",321961,2239350,47223.7452551666,NA,NA,NA,245,167600,91500,15200,11300,49600
"1941","Lugo","1991","385194",320957,2397378,47360.2923745555,181774,13298,59823,240,153700,70700,16000,17000,50000
"1942","Lugo","1992","382791",320943,2533392,47229.5302013423,NA,NA,NA,316,150600,62600,18300,13800,56000
"1943","Lugo","1993","380684",321200,2648694,47171.7542297418,165328,12359,60897,317,150700,66700,16100,12000,55900
"1944","Lugo","1994","378744",321550,2726526,46243.6567164179,NA,NA,NA,442,154000,65500,14300,11900,62300
"1945","Lugo","1995","376501",321920,3279546,53299.951243296,NA,NA,NA,503,149500,57000,13000,10800,68700
"1946","Lugo","1996","373816",321848,3368003,52690.9105131414,NA,NA,NA,406,148400,70800,12600,7800,57300
"1947","Lugo","1997","370966",321716,3428340,52134.1240875912,NA,NA,NA,362,147800,67000,11700,11300,57800
"1948","Lugo","1998","368221",321354,3545818,52883.1916480239,NA,NA,NA,410,140200,59500,11900,11400,57500
"1949","Lugo","1999","365543",320673,3646193,53557.4764982374,NA,NA,NA,410,137900,53900,13600,11000,59400
"1950","Lugo","2000","362565",319702,4078626,58232.8098229583,NA,NA,NA,459,143400,56000,11500,14000,61900
"1951","Lugo","2001","359818",318688,4222171,58156.6253443526,NA,NA,NA,397,150800,55300,19100,11100,65300
"1952","Lugo","2002","357303",317726,4379527,58840.8840521295,NA,NA,NA,479,142300,42700,16600,14900,68100
"1953","Lugo","2003","355702",317261,4692378,60782.0984455959,NA,NA,NA,NA,142900,39000,19400,15000,69500
"1954","Lugo","2004","354345",316802,NA,NA,NA,NA,NA,NA,146600,42000,16900,12400,75300
"1955","Lugo","2005","353357",316618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1956","Lugo","2006","352624",316565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1957","Lugo","2007","352247",316714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1958","Lugo","2008","352633",317206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1959","Lugo","2009","352322",316837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1960","Lugo","2010","351000",315646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1961","Lugo","2011","349525",314142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962","Lugo","2012","347629",312175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963","Lugo","2013","344845",309160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964","Lugo","2014","341822",306204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965","Lugo","2015","338921",303421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966","Lugo","2016","336136",300589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967","Lugo","2017","333593",298197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968","Lugo","2018","331492",295964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969","Lugo","2019","329587",293964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1970","Lugo","2020","328169",292775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971","Lugo","2021","326537",291463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972","Lugo","2022","324419",289824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973","Madrid (Com. de)","1955",NA,NA,NA,NA,888239,117176,536199,NA,NA,NA,NA,NA,NA
"1974","Madrid (Com. de)","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975","Madrid (Com. de)","1957",NA,NA,NA,NA,957839,128066,566854,NA,NA,NA,NA,NA,NA
"1976","Madrid (Com. de)","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977","Madrid (Com. de)","1959",NA,NA,NA,NA,1029991,132932,612755,NA,NA,NA,NA,NA,NA
"1978","Madrid (Com. de)","1960",NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA
"1979","Madrid (Com. de)","1961",NA,NA,NA,NA,1093636,136258,649163,135,NA,NA,NA,NA,NA
"1980","Madrid (Com. de)","1962",NA,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,NA,NA
"1981","Madrid (Com. de)","1963",NA,NA,NA,NA,1163723,139398,694069,232,NA,NA,NA,NA,NA
"1982","Madrid (Com. de)","1964",NA,NA,NA,NA,NA,NA,NA,227,NA,NA,NA,NA,NA
"1983","Madrid (Com. de)","1965",NA,NA,NA,NA,1261514,144764,743973,376,NA,NA,NA,NA,NA
"1984","Madrid (Com. de)","1966",NA,NA,NA,NA,NA,NA,NA,304,NA,NA,NA,NA,NA
"1985","Madrid (Com. de)","1967",NA,NA,NA,NA,1312205,156821,770733,290,NA,NA,NA,NA,NA
"1986","Madrid (Com. de)","1968",NA,NA,NA,NA,NA,NA,NA,329,NA,NA,NA,NA,NA
"1987","Madrid (Com. de)","1969","3551640",NA,2164710,478918.14159292,1393647,163563,832851,347,NA,NA,NA,NA,NA
"1988","Madrid (Com. de)","1970",NA,NA,NA,NA,NA,NA,NA,327,NA,NA,NA,NA,NA
"1989","Madrid (Com. de)","1971","3761320",2640547,2817540,557928.712871287,1454268,173509,887995,362,NA,NA,NA,NA,NA
"1990","Madrid (Com. de)","1972","3855573",2695259,NA,NA,NA,NA,NA,564,NA,NA,NA,NA,NA
"1991","Madrid (Com. de)","1973","3951653",2753129,4173360,703770.65767285,1572456,199037,955532,661,NA,NA,NA,NA,NA
"1992","Madrid (Com. de)","1974","4047656",2816547,NA,NA,NA,NA,NA,674,NA,NA,NA,NA,NA
"1993","Madrid (Com. de)","1975","4147492",2882076,6315504,786488.667496887,1643194,206845,1012039,544,NA,NA,NA,NA,NA
"1994","Madrid (Com. de)","1976","4244740",2951457,NA,NA,NA,NA,NA,749,NA,NA,NA,NA,NA
"1995","Madrid (Com. de)","1977","4342419",3022525,9435252,843940.250447227,1639716,181017,1031695,915,1558500,22300,406500,177900,951400
"1996","Madrid (Com. de)","1978","4434785",3096288,NA,NA,NA,NA,NA,792,1514900,19600,419000,176600,899700
"1997","Madrid (Com. de)","1979","4521712",3173707,NA,NA,1657364,157614,1078259,950,1460500,17200,387500,134500,921300
"1998","Madrid (Com. de)","1980","4602359",3255138,13434306,709308.658922914,NA,NA,NA,1043,1464000,22100,400800,130200,909800
"1999","Madrid (Com. de)","1981","4675012",3340690,15100644,696845.592985694,1619148,123435,1082017,1150,1432300,25900,386100,130800,889100
"2000","Madrid (Com. de)","1982","4722808",3398829,17828202,718879.112903226,NA,NA,NA,1469,1472200,28100,353300,127400,960100
"2001","Madrid (Com. de)","1983","4762083",3454184,20638254,732632.37486688,1635102,127468,1111678,1729,1443900,27500,330200,107800,977600
"2002","Madrid (Com. de)","1984","4794710",3509429,23079384,731285.931558935,NA,NA,NA,2152,1427800,16900,383800,98900,928200
"2003","Madrid (Com. de)","1985","4826262",3563666,24934242,722312.92004635,1672720,120146,1160060,2969,1390900,19000,352800,91300,927200
"2004","Madrid (Com. de)","1986","4853420",3618267,29894148,792737.947494033,NA,NA,NA,3782,1423300,13200,330000,96600,982900
"2005","Madrid (Com. de)","1987","4879392",3676263,33610338,840468.567141785,1721479,126082,1205089,4968,1530800,15000,356200,110500,1048300
"2006","Madrid (Com. de)","1988","4902168",3735281,37032498,886581.23054824,NA,NA,NA,6108,1543400,21400,358600,113800,1049500
"2007","Madrid (Com. de)","1989","4920827",3794598,41642268,936833.92575928,1795760,137806,1270912,6797,1610300,15700,389500,127100,1078000
"2008","Madrid (Com. de)","1990","4937156",3853716,46992996,990995.276254745,NA,NA,NA,5498,1698200,16900,378200,151600,1151600
"2009","Madrid (Com. de)","1991","4947735",3912318,51712602,1021584.39352035,1841586,153029,1327490,5734,1738600,18500,345700,166700,1207700
"2010","Madrid (Com. de)","1992","4984663",3982887,55920582,1042516.44295302,NA,NA,NA,5838,1754900,7900,359900,135200,1252000
"2011","Madrid (Com. de)","1993","5030383",4058300,57876366,1030745.60997329,1843880,150428,1366738,5917,1682200,11700,327300,147400,1195700
"2012","Madrid (Com. de)","1994","5074384",4130556,61822752,1048554.13839891,NA,NA,NA,8117,1625600,16500,314500,126100,1168500
"2013","Madrid (Com. de)","1995","5116658",4201504,73522117,1194898.69982123,NA,NA,NA,7978,1698200,12400,290700,145200,1249900
"2014","Madrid (Com. de)","1996","5157603",4267794,77804094,1217210.48185232,NA,NA,NA,8414,1717900,18800,311700,135700,1251700
"2015","Madrid (Com. de)","1997","5198753",4330048,83274418,1266338.47323601,NA,NA,NA,9122,1785700,22600,316200,161400,1285400
"2016","Madrid (Com. de)","1998","5242444",4391377,90596587,1351179.52274422,NA,NA,NA,10722,1810700,21900,320900,136400,1331400
"2017","Madrid (Com. de)","1999","5284618",4448006,97169687,1427286.82432432,NA,NA,NA,11788,1950600,16200,331400,167000,1436000
"2018","Madrid (Com. de)","2000","5329606",4500039,105416019,1505083.08109652,NA,NA,NA,13263,2095100,16500,335600,188400,1554700
"2019","Madrid (Com. de)","2001","5379087",4550783,114205896,1573083.96694215,NA,NA,NA,12282,2194700,13100,363800,199800,1618000
"2020","Madrid (Com. de)","2002","5478405",4639345,121538947,1632929.55797394,NA,NA,NA,15223,2299300,22100,338200,219900,1719100
"2021","Madrid (Com. de)","2003","5638827",4769209,129554365,1678165.34974093,NA,NA,NA,NA,2329100,10100,348000,220300,1750600
"2022","Madrid (Com. de)","2004","5766566",4870449,NA,NA,NA,NA,NA,NA,2411300,20600,338000,216200,1836400
"2023","Madrid (Com. de)","2005","5866186",4952778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024","Madrid (Com. de)","2006","5953604",5022291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025","Madrid (Com. de)","2007","6074984",5117982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026","Madrid (Com. de)","2008","6226195",5239142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2027","Madrid (Com. de)","2009","6327594",5312948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2028","Madrid (Com. de)","2010","6373532",5340208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2029","Madrid (Com. de)","2011","6394239",5348531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2030","Madrid (Com. de)","2012","6425573",5365550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2031","Madrid (Com. de)","2013","6414709",5347548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2032","Madrid (Com. de)","2014","6378297",5310915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2033","Madrid (Com. de)","2015","6385298",5310412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2034","Madrid (Com. de)","2016","6424275",5341156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2035","Madrid (Com. de)","2017","6476705",5386474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2036","Madrid (Com. de)","2018","6549519",5454552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2037","Madrid (Com. de)","2019","6641648",5544913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2038","Madrid (Com. de)","2020","6747068",5652386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2039","Madrid (Com. de)","2021","6755828",5678947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2040","Madrid (Com. de)","2022","6769113",5710715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2041","Málaga","1955",NA,NA,NA,NA,255389,8914,76895,NA,NA,NA,NA,NA,NA
"2042","Málaga","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2043","Málaga","1957",NA,NA,NA,NA,258032,9959,80175,NA,NA,NA,NA,NA,NA
"2044","Málaga","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2045","Málaga","1959",NA,NA,NA,NA,259659,10179,84907,NA,NA,NA,NA,NA,NA
"2046","Málaga","1960",NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
"2047","Málaga","1961",NA,NA,NA,NA,266280,16999,92212,7,NA,NA,NA,NA,NA
"2048","Málaga","1962",NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA
"2049","Málaga","1963",NA,NA,NA,NA,272024,26495,97409,17,NA,NA,NA,NA,NA
"2050","Málaga","1964",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"2051","Málaga","1965",NA,NA,NA,NA,275280,29615,104847,23,NA,NA,NA,NA,NA
"2052","Málaga","1966",NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA
"2053","Málaga","1967",NA,NA,NA,NA,280644,30851,114215,27,NA,NA,NA,NA,NA
"2054","Málaga","1968",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"2055","Málaga","1969","845168",NA,296244,65540.7079646018,290139,33791,123399,21,NA,NA,NA,NA,NA
"2056","Málaga","1970",NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA
"2057","Málaga","1971","853567",570785,391392,77503.3663366337,294573,38813,133174,43,NA,NA,NA,NA,NA
"2058","Málaga","1972","870059",582777,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA
"2059","Málaga","1973","886989",594476,559068,94277.9089376054,296380,39306,142007,83,NA,NA,NA,NA,NA
"2060","Málaga","1974","904306",607210,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA
"2061","Málaga","1975","921568",619915,794802,98979.0784557908,291598,32421,147349,61,NA,NA,NA,NA,NA
"2062","Málaga","1976","938321",633163,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA
"2063","Málaga","1977","955105",647003,1208352,108081.574239714,282858,31334,151770,86,270700,55200,45600,26600,142100
"2064","Málaga","1978","972006",660508,NA,NA,NA,NA,NA,92,280000,57500,45700,31900,144300
"2065","Málaga","1979","988690",674800,NA,NA,285676,32746,157547,105,276200,55300,40100,34100,146500
"2066","Málaga","1980","1005166",690850,1865382,98489.0179514255,NA,NA,NA,131,268900,57200,31200,28500,151800
"2067","Málaga","1981","1022386",707821,2106102,97189.7554222427,283040,31284,162211,186,268100,48600,36200,32600,150700
"2068","Málaga","1982","1038489",724482,2556288,103076.129032258,NA,NA,NA,252,265900,44000,33100,37000,151600
"2069","Málaga","1983","1053657",741548,2952780,104820.021299255,284998,30583,175346,283,281600,44700,31300,44100,160400
"2070","Málaga","1984","1068106",758219,3335736,105695.057034221,NA,NA,NA,318,273200,33700,36800,32500,170100
"2071","Málaga","1985","1082308",774618,3866844,112017.497103129,289752,28309,187209,462,264200,38200,40200,23800,161200
"2072","Málaga","1986","1095661",790743,4398546,116641.368337311,NA,NA,NA,446,260900,30300,34400,23600,172000
"2073","Málaga","1987","1108661",807151,5114916,127904.876219055,310145,33652,205897,685,285000,38500,32500,29400,183200
"2074","Málaga","1988","1121409",823778,5571096,133375.532678956,NA,NA,NA,865,290200,35800,31800,34400,188300
"2075","Málaga","1989","1133888",840890,6190002,139257.637795276,319656,37081,216419,1018,307900,36700,31300,37400,202600
"2076","Málaga","1990","1145807",857935,6936234,146272.33234922,NA,NA,NA,969,333300,34400,38600,46300,213900
"2077","Málaga","1991","1158881",875040,7555068,149250.651916239,325852,37790,224045,909,345800,35400,42500,39400,228500
"2078","Málaga","1992","1171333",893621,7955772,148317.897091723,NA,NA,NA,1244,335300,33200,42500,32500,227000
"2079","Málaga","1993","1183974",912291,8143470,145030.632235085,311650,26965,225620,1267,316800,25600,32800,29700,228700
"2080","Málaga","1994","1195897",930198,8605284,145951.221166893,NA,NA,NA,1706,301400,32000,33900,26300,209200
"2081","Málaga","1995","1207179",948103,9835852,159854.575004063,NA,NA,NA,1821,303500,31500,38300,30900,202800
"2082","Málaga","1996","1218501",965275,10619043,166130.209637046,NA,NA,NA,1807,317500,22700,34100,32400,228400
"2083","Málaga","1997","1229495",982086,11521325,175202.630778589,NA,NA,NA,2437,343200,24800,33400,42300,242800
"2084","Málaga","1998","1241002",998304,12347748,184157.315436242,NA,NA,NA,2729,373700,27800,34100,47600,264200
"2085","Málaga","1999","1251972",1013859,13478231,197976.366039953,NA,NA,NA,2905,384900,18400,38000,50200,278400
"2086","Málaga","2000","1263686",1028628,14567299,207985.422615648,NA,NA,NA,3104,415000,24600,44400,62500,283400
"2087","Málaga","2001","1276063",1042970,15930492,219428.26446281,NA,NA,NA,3472,446000,29100,40300,76200,300400
"2088","Málaga","2002","1302638",1069033,16731472,224794.733306462,NA,NA,NA,5083,470300,31800,42800,88200,307500
"2089","Málaga","2003","1338402",1101297,18564335,240470.660621762,NA,NA,NA,NA,470400,21800,41300,94000,313300
"2090","Málaga","2004","1373760",1132134,NA,NA,NA,NA,NA,NA,483500,23900,41700,99100,318900
"2091","Málaga","2005","1415713",1168998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2092","Málaga","2006","1456083",1204472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2093","Málaga","2007","1491784",1234036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2094","Málaga","2008","1529003",1264567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2095","Málaga","2009","1552894",1283944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2096","Málaga","2010","1566667",1295514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2097","Málaga","2011","1581343",1307582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2098","Málaga","2012","1598137",1321467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2099","Málaga","2013","1611983",1333045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2100","Málaga","2014","1619714",1339861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2101","Málaga","2015","1631357",1350655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2102","Málaga","2016","1640572",1359803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2103","Málaga","2017","1646714",1366290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2104","Málaga","2018","1651506",1371640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2105","Málaga","2019","1660984",1381705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2106","Málaga","2020","1683505",1404672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2107","Málaga","2021","1696463",1421263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2108","Málaga","2022","1711693",1439721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2109","Murcia (Región de)","1955",NA,NA,NA,NA,284703,12317,74695,NA,NA,NA,NA,NA,NA
"2110","Murcia (Región de)","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2111","Murcia (Región de)","1957",NA,NA,NA,NA,289761,13953,77677,NA,NA,NA,NA,NA,NA
"2112","Murcia (Región de)","1958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2113","Murcia (Región de)","1959",NA,NA,NA,NA,289042,14297,81306,NA,NA,NA,NA,NA,NA
"2114","Murcia (Región de)","1960",NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
"2115","Murcia (Región de)","1961",NA,NA,NA,NA,287521,15154,86528,8,NA,NA,NA,NA,NA
"2116","Murcia (Región de)","1962",NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"2117","Murcia (Región de)","1963",NA,NA,NA,NA,288914,15966,94091,8,NA,NA,NA,NA,NA
"2118","Murcia (Región de)","1964",NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA
"2119","Murcia (Región de)","1965",NA,NA,NA,NA,288521,16713,96811,21,NA,NA,NA,NA,NA
"2120","Murcia (Región de)","1966",NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA
"2121","Murcia (Región de)","1967",NA,NA,NA,NA,291710,17525,102770,25,NA,NA,NA,NA,NA
"2122","Murcia (Región de)","1968",NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA
"2123","Murcia (Región de)","1969","830367",NA,302778,66986.2831858407,294283,21328,110657,24,NA,NA,NA,NA,NA
"2124","Murcia (Región de)","1970",NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA
"2125","Murcia (Región de)","1971","832005",564467,391392,77503.3663366337,298550,25163,117771,28,NA,NA,NA,NA,NA
"2126","Murcia (Región de)","1972","844541",571485,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA
"2127","Murcia (Región de)","1973","857760",578973,559638,94374.0303541315,308207,29090,124912,48,NA,NA,NA,NA,NA
"2128","Murcia (Región de)","1974","870490",587882,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
"2129","Murcia (Región de)","1975","883768",596945,806466,100431.631382316,309214,27347,128995,62,NA,NA,NA,NA,NA
"2130","Murcia (Región de)","1976","895470",606350,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA
"2131","Murcia (Región de)","1977","908323",616165,1216446,108805.545617174,306488,25811,133060,122,294100,74200,78500,24200,117300
"2132","Murcia (Región de)","1978","920490",625829,NA,NA,NA,NA,NA,110,300700,82600,65300,30000,122800
"2133","Murcia (Región de)","1979","932091",635174,NA,NA,308053,27677,136217,135,301500,72800,76100,27600,124900
"2134","Murcia (Región de)","1980","943673",646184,2181822,115196.51531151,NA,NA,NA,181,280800,63600,68900,27600,120700
"2135","Murcia (Región de)","1981","953886",657860,2429400,112108.906322104,295565,21550,139084,175,272000,61500,58800,24600,127000
"2136","Murcia (Región de)","1982","965505",670980,2764146,111457.5,NA,NA,NA,261,277100,60400,70200,23300,123100
"2137","Murcia (Región de)","1983","976972",684214,3239700,115005.324813632,290584,23120,144577,258,260600,62000,66300,20200,111600
"2138","Murcia (Región de)","1984","986807",697154,3681624,116654.752851711,NA,NA,NA,320,275500,61300,64600,18700,130500
"2139","Murcia (Región de)","1985","996384",709808,4041132,117066.396292005,292518,23762,149442,382,269900,58800,59000,16800,134800
"2140","Murcia (Región de)","1986","1005303",722061,4826076,127978.679395386,NA,NA,NA,484,271500,48100,58300,21200,143500
"2141","Murcia (Región de)","1987","1013739",734881,5347896,133730.832708177,303344,26220,159906,504,273100,48000,66000,23200,135400
"2142","Murcia (Región de)","1988","1022339",747754,5802156,138907.254010055,NA,NA,NA,712,313400,50000,73800,27100,162400
"2143","Murcia (Región de)","1989","1030440",760702,6539574,147122.024746907,313024,30969,167336,747,320900,47000,75000,33000,165900
